Order_ID,Customer_ID,Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_ID,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order
602805,CUST004454,2024-06-07,2024,6,7,Friday,2,31,Female,France,MUMBAI,Premium,PROD01151,Groceries,Fresh Produce,QuickCart,8.73,2,15,2.62,Yes,17.14,1.12,33.1,Debit Card,Desktop,Email,Silver,Express,South,2,Returned,Yes,3.8,1772.85,18.26,6.04,Summer,No,No
617512,CUST000942,12/17/2025,2025,12,17,Wednesday,4,39,Male,Australia,riyadh,Returning,PROD00737,Groceries,Fresh Produce,UrbanCo,32.64,4,15,19.58,Yes,12.44,13.9,137.32,DEBIT CARD,Mobile,Referral,Gold,Express,West,1,Delivered,No,4.2,1122.93,22.31,30.64,Winter,No,No
614321,CUST003835,06/07/2023,2023,6,7,Wednesday,2,73,Male,United Kingdom, london  ,Loyal,PROD01932, home & kitchen  ,Furniture,PrimePlus,121.79,1,5,6.09,No,14.1,14.18,143.98, Wallet  ,Mobile,Email,Gold,Same Day,East,2,Returned,Yes,3.6,1512.98,23.44,33.75,Summer,No,No
606040,CUST001771,15-Feb-2025,2025,2,15,Saturday,1,52,Female,United Kingdom,Riyadh,Returning,PROD02446,Groceries,Dairy,Trendify,10.16,3,25,7.62,Yes,12.28,1.62,36.76,wallet,Mobile,Email,Silver,Express,West,5,Processing,No,3.9,57.16,14.22,5.23,Winter,No,No
626766,CUST008117,2024-12-29,2024,12,29,Sunday,4,25,Female,Germany,Riyadh,Premium,PROD01831, fashion  ,Men Clothing,QuickCart,62.63,2,15,18.79,Yes,11.49,7.93,N/A, DEBIT CARD  ,Mobile,Organic Search,Silver,Express,East,0,Delivered,No,3.6,3739.14,30.28,38.12,Winter,Yes,No
628987,CUST002778,12/06/2024,2024,12,6,Friday,4,61,Male,Germany, London  ,Loyal,PROD01781,Books,Non-Fiction,Zenith,34.61,2,0,0.0,No,1.44,7.16,77.82,Bank Transfer,Mobile,Social Media,Standard,Standard,West,6,Delivered,No,3.8,1461.51,14.0,10.89,Winter,Yes,No
605231,CUST004275,27-Oct-2026,2026,10,27,Tuesday,4,32,Female,UAE,Riyadh,Returning,PROD00558,Books,Non-Fiction,ValueMax,15.93,3,0,0.0,No,9.42,3.08,60.29,PAYPAL,Mobile,Social Media,Standard,Standard,East,9,Returned,Yes,2.9,517.01,39.77,23.98,Autumn,No,No
625478,CUST004985,2024/11/16,2024,11,16,Saturday,4,39,Male,United States,London,Loyal,PROD02080,groceries,Snacks,Apex,29.45,3,25,22.09,Yes,15.46,7.53,89.25,CREDIT CARD,Mobile,Email,Standard,Express,East,0,Cancelled,No,4.0,2213.31,18.74,16.73,Autumn,No,No
608164,CUST007324,2026/07/15,2026,7,15,Wednesday,3,39,Male,Saudi Arabia, Sydney  ,Returning,PROD01248, fashion  ,Bags,Apex,61.29,6,0,0.0,No,13.9,27.23,408.87,Credit Card,Mobile,Email,Silver,Standard,West,7,Shipped,No,,3207.78,39.26,160.52,Summer,Yes,Yes
628690,CUST006917,29-Dec-2024,2024,12,29,Sunday,4,26,Female,United States,MUMBAI,Loyal,PROD02496,SPORTS,Sportswear,ValueMax,179.12,5,30,268.68,Yes,6.78,36.45,670.15,credit card,Mobile,Direct,Standard,Pickup,West,6,Delivered,No,,12053.78,10.4,69.7,Winter,Yes,Yes
617936,CUST001038,09-May-2025,2025,5,9,Friday,2,46,Female,United States,TORONTO,New,PROD01032,Beauty,Haircare,Zenith,27.53,2,15,8.26,Yes,2.67,6.11,55.58,PayPal,Mobile,Social Media,Standard,Standard,South,5,Delivered,No,3.9,494.24,35.26,19.6,Spring,No,No
618224,CUST001669,08-Jul-2023,2023,7,8,Saturday,3,22,Male,Australia,LONDON,Loyal,PROD01584,Home & Kitchen,Appliances,Trendify,109.4,5,0,0.0,Yes,17.47,24.45,588.92,Cash on Delivery,Mobile,Organic Search,Silver,Express,North,4,Delivered,No,3.5,6236.73,29.12,171.49,Summer,No,Yes
626860,CUST004484,2024-02-09,2024,2,9,Friday,1,39,Female,France,New York,Loyal,PROD00218, Home & Kitchen  ,Cookware,UrbanCo,381.78,4,0,0.0,No,15.46,151.56,1694.14,Cash on Delivery,Desktop,Email,Standard,Express,East,3,Delivered,No,3.4,7679.9,17.98,304.61,Winter,No,Yes
629331,CUST003591,01/23/2024,2024,1,23,Tuesday,1,25,Female,UAE, Toronto  ,Returning,PROD01569, FASHION  ,Shoes,ValueMax,104.41,6,0,0.0,No,10.73,40.36,677.55,credit card,Mobile,Email,Standard,Standard,South,5,Delivered,No,3.9,10238.31,23.37,158.34,Winter,No,Yes
606961,CUST005848,02-Apr-2024,2024,4,2,Tuesday,2,38,Female,United Kingdom,Karachi,Returning,PROD01624,Beauty,Skincare,Zenith,67.53,4,30,81.04,Yes,9.95,22.38,221.41,Bank Transfer,Mobile,Direct,Silver,Standard,Central,1,Delivered,No,4.8,1403.44,14.62,32.37,Spring,No,No
603233,CUST008198,2026/01/02,2026,1,2,Friday,1,45,Male,India, Toronto  ,Returning,PROD00540,Books,Comics,FreshMart,15.82,3,0,0.0,No,8.53,4.33,60.32,cash on delivery,Desktop,Paid Ads,Standard,Standard,East,8,Delivered,No,4.9,390.96,23.9,14.42,Winter,No,No
627231,CUST004931,2025-01-04,2025,1,4,Saturday,1,21,Male,United States,BERLIN,Premium,PROD01150, FASHION  ,Women Clothing,QuickCart,82.73,2,0,0.0,No,3.62,5.75,174.83,PAYPAL,Mobile,Organic Search,Platinum,Standard,South,7,Delivered,No,4.2,4288.77,26.01,45.47,Winter,No,No
626904,CUST003194,26-Jun-2023,2023,6,26,Monday,2,44,Female,Germany,sydney,New,PROD00062, Sports  ,Sportswear,PrimePlus,55.69,1,10,5.57,Yes,10.53,5.37,66.02,Wallet,Mobile,Social Media,Standard,Express,West,0,Returned,Yes,3.0,1046.52,6.62,4.37,Summer,Yes,No
600099,CUST005266,11/07/2025,2025,11,7,Friday,4,23,Male,Pakistan,SYDNEY,Returning,PROD00258, Toys  ,Educational,Apex,39.04,2,0,0.0,No,5.09,5.24,88.41,debit card,Tablet,Email,Standard,Standard,North,6,Delivered,No,3.8,893.51,18.57,16.42,Autumn,No,No
603662,CUST003107,10/15/2023,2023,10,15,Sunday,4,21,Male,India, Karachi  ,New,PROD01169, ELECTRONICS  ,Mobile,FreshMart,239.11,3,0,0.0,No,5.19,63.78,786.3,DEBIT CARD,Mobile,Social Media,Standard,Standard,North,9,Returned,Yes,,10270.69,10.17,79.97,Autumn,No,Yes
629472,CUST004104,08-Aug-2026,2026,8,8,Saturday,3,49,Female,Germany,,Returning,PROD02054,Fashion,Bags,Trendify,39.57,4,0,0.0,No,5.39,14.54,178.21,paypal,Mobile,Organic Search,Silver,Standard,West,7,Delivered,No,2.4,1499.1,21.21,37.8,Summer,No,No
601091,CUST005279,2026-11-26,2026,11,26,Thursday,4,999,Male,United States,Toronto,Premium,PROD00150,beauty,Skincare,UrbanCo,51.76,3,10,15.53,Yes,5.0,13.6,158.35, Credit Card  ,Desktop,Email,Gold,Standard,North,1,Delivered,No,3.8,3412.06,26.24,41.55,Autumn,Yes,No
600174,CUST007096,30-Nov-2025,2025,11,30,Sunday,4,40,Female,UAE,New York,New,PROD01577, Fashion  ,Shoes,EcoLife,115.83,1,35,40.54,Yes,4.33,13.0,92.62, wallet  ,Mobile,Organic Search,Standard,Standard,Central,5,Delivered,No,4.3,1125.08,17.35,16.07,Autumn,Yes,No
601579,CUST001937,2023/11/12,2023,11,12,Sunday,4,71,Male,UAE,,Returning,PROD02371, Fashion  ,Shoes,Nova,61.56,5,15,46.17,Yes,17.81,22.43,301.87,Cash on Delivery,Desktop,Email,Silver,Express,West,0,Delivered,No,4.7,4862.46,7.3,22.04,Autumn,Yes,No
625355,CUST005499,2025-11-09,2025,11,9,Sunday,4,22,Male,United States,karachi,New,PROD01698, home & kitchen  ,Appliances,Zenith,203.88,1,10,20.39,Yes,8.31,20.58,212.38,credit card,Mobile,Email,Standard,Standard,East,3,Delivered,No,3.6,2817.37,9.35,19.86,Autumn,Yes,No
622968,CUST008116,2025-09-03,2025,9,3,Wednesday,3,25,Male,Germany,Paris,Premium,PROD02357,groceries,Dairy,Nova,25.77,1,25,6.44,Yes,6.69,3.06,29.08,Wallet,Desktop,Direct,Standard,Standard,East,7,Processing,No,3.0,1364.11,17.67,5.14,Autumn,No,No
627031,CUST002079,08/06/2026,2026,8,6,Thursday,3,28,Female,India, Sydney  ,Loyal,PROD00642, Groceries  ,Dairy,FreshMart,12.14,2,10,2.43,Yes,6.0,0.87,28.72,Bank Transfer,Mobile,Referral,Silver,Standard,North,7,Delivered,No,5.0,525.19,7.19,2.06,Summer,No,No
606551,CUST008975,05/04/2024,2024,5,4,Saturday,2,37,Female,India,New York,Loyal,PROD02090, electronics  ,Laptop,Nova,232.49,1,25,58.12,Yes,2.85,27.69,204.91,Wallet,Mobile,Social Media,Platinum,Express,South,5,Delivered,No,3.6,2207.08,7.85,16.09,Spring,No,No
614772,CUST006539,01/02/2026,2026,1,2,Friday,1,51,Female,India, DUBAI  ,Returning,PROD00393,Beauty,Skincare,Apex,40.78,7,5,14.27,No,13.57,22.07,306.83,PAYPAL,Desktop,Paid Ads,Standard,Standard,West,8,Delivered,No,4.2,3775.1,34.82,106.84,Winter,No,No
600527,CUST003293,23-Sep-2024,2024,9,23,Monday,3,38,Male,Saudi Arabia, London  ,Returning,PROD01988, groceries  ,Dairy,UrbanCo,11.7,4,10,4.68,Yes,7.56,4.77,54.45,cash on delivery,Mobile,Paid Ads,Standard,Standard,West,6,Shipped,No,4.0,786.91,4.84,2.64,Autumn,No,No
601255,CUST001692,07/03/2023,2023,7,3,Monday,3,24,Male,India,LONDON,Returning,PROD02289,home & kitchen,Appliances,PrimePlus,120.63,7,30,253.32,Yes,9.37,63.56,664.02, Cash on Delivery  ,Desktop,Referral,Silver,Standard,North,2,Delivered,No,4.5,4892.51,22.81,151.46,Summer,No,Yes
608229,CUST006386,20-Dec-2023,2023,12,20,Wednesday,4,55,Male,United States,MUMBAI,Returning,PROD00195, Home & Kitchen  ,Appliances,QuickCart,61.74,4,25,61.74,Yes,7.89,25.08,218.19,Wallet,Mobile,Direct,Standard,Standard,South,4,Returned,Yes,3.0,3435.92,15.87,34.63,Winter,Yes,No
616847,CUST007577,2026-04-05,2026,4,5,Sunday,2,18,Female,Australia, KARACHI  ,Loyal,PROD01005,Fashion,Bags,Zenith,90.15,5,0,0.0,Yes,12.57,51.99,515.31,Cash on Delivery,Tablet,Social Media,Standard,Pickup,North,7,Processing,No,4.0,6139.92,47.0,242.2,Spring,No,Yes
628510,CUST001760,2025/08/11,2025,8,11,Monday,3,46,Female,United States,Mumbai,Returning,PROD01557,BOOKS,Education,UrbanCo,41.64,5,0,0.0,No,7.23,10.34,225.77,PayPal,Mobile,Social Media,Gold,Standard,West,6,Delivered,No,4.4,3538.39,35.54,80.24,Summer,No,No
604444,CUST004006,05-Sep-2023,2023,9,5,Tuesday,3,19,Female,Pakistan,New York,Loyal,PROD02425,groceries,Dairy,Nova,16.43,1,15,2.46,Yes,15.07,1.77,30.81,Credit Card,Mobile,Paid Ads,Silver,Express,Central,5,Delivered,No,,1141.72,15.13,4.66,Autumn,Yes,No
600983,CUST005813,2024-12-25,2024,12,25,Wednesday,4,37,Female,Saudi Arabia,toronto,New,PROD01691,Groceries,Beverages,QuickCart,18.93,2,0,0.0,No,15.64,3.96,57.46,BANK TRANSFER,Mobile,Paid Ads,Standard,Express,Central,4,Delivered,No,4.1,586.98,21.83,12.54,Winter,Yes,No
601281,CUST007411,2024/02/01,2024,2,1,Thursday,1,999,Female,Australia,Dubai,Loyal,PROD00935,BEAUTY,Haircare,FreshMart,31.29,4,15,18.77,Yes,14.83,4.58,N/A,Credit Card,Mobile,Direct,Standard,Express,Central,1,Returned,Yes,3.8,1073.41,17.45,21.95,Winter,No,No
628680,CUST002959,05/18/2023,2023,5,18,Thursday,2,40,Male,Saudi Arabia,BERLIN,New,PROD02094,FASHION,Women Clothing,Trendify,56.14,4,15,33.68,Yes,10.16,14.02,215.06,Credit Card,Mobile,Organic Search,Standard,Pickup,Central,4,Processing,No,3.5,844.48,21.73,46.73,Spring,No,No
617247,CUST002865,2023/04/22,2023,4,22,Saturday,2,43,Male,Canada,Riyadh,Returning,PROD00837,Home & Kitchen,Cookware,Trendify,127.05,3,35,133.4,Yes,8.52,25.93,282.2,Wallet,Mobile,Social Media,Silver,Standard,North,3,Returned,Yes,2.6,3930.68,26.79,75.6,Spring,No,No
628092,CUST008915,02-Mar-2024,2024,3,2,Saturday,1,32,Male,France,PARIS,New,PROD00059,Beauty,Haircare,Nova,40.98,2,0,0.0,No,7.81,3.51,93.28, Debit Card  ,Mobile,Organic Search,Standard,Standard,North,5,Delivered,No,3.6,790.17,35.0,32.65,Spring,Yes,No
627034,CUST005378,2024/01/18,2024,1,18,Thursday,1,35,Female,United Kingdom,SYDNEY,Returning,PROD01892,Groceries,Dairy,Apex,11.09,1,25,2.77,Yes,1.23,1.28,10.83, PAYPAL  ,Mobile,Email,Gold,Standard,North,8,Delivered,No,5.0,205.27,33.54,3.63,Winter,No,No
625330,CUST008706,17-Mar-2025,2025,3,17,Monday,1,34,Female,Australia,Sydney,Returning,PROD01545, Home & Kitchen  ,Decor,UrbanCo,135.77,1,10,13.58,Yes,7.33,13.71,143.23,WALLET,Mobile,Referral,Standard,Standard,South,6,Delivered,No,3.9,2254.49,16.34,23.4,Spring,No,No
605452,CUST005275,29-Sep-2025,2025,9,29,Monday,3,60,Male,Australia,London,Loyal,PROD02186, Fashion  ,Women Clothing,UrbanCo,42.18,3,10,12.65,Yes,17.85,4.49,136.23,BANK TRANSFER,Desktop,Organic Search,Silver,Express,Central,2,Processing,No,4.5,2215.44,25.95,35.35,Autumn,No,No
613698,CUST006223,23-Sep-2024,2024,9,23,Monday,3,18,Female,Saudi Arabia,Berlin,Returning,PROD02353,Fashion,Men Clothing,EcoLife,45.48,6,15,40.93,Yes,4.74,22.8,259.49, wallet  ,Mobile,Direct,Platinum,Standard,East,6,Delivered,No,5.0,1904.23,29.04,75.36,Autumn,No,No
612353,CUST005384,2023/05/25,2023,5,25,Thursday,2,43,Male,Germany,,New,PROD00165,Sports,Equipment,ValueMax,62.15,2,15,18.64,Yes,15.79,12.42,133.87,BANK TRANSFER,Desktop,Direct,Standard,Express,South,1,Delivered,No,5.0,2022.48,32.59,43.63,Spring,No,No
606473,CUST005525,08/22/2026,2026,8,22,Saturday,3,30,Female,Germany,RIYADH,Premium,PROD00986,Electronics,Laptop,ValueMax,926.13,3,30,833.52,Yes,20.64,141.79,2107.3, Debit Card  ,Desktop,Email,Standard,Express,West,3,Delivered,No,,6804.33,3.0,63.22,Summer,No,Yes
612788,CUST000602,2024-08-12,2024,8,12,Monday,3,37,Male,India,,Premium,PROD00046,groceries,Dairy,QuickCart,18.14,2,10,3.63,Yes,13.81,1.34,47.8,debit card,Desktop,Referral,Standard,Express,North,4,Delivered,No,4.6,2112.94,21.12,10.1,Summer,No,No
619713,CUST001961,2023-06-30,2023,6,30,Friday,2,39,Male,Australia,Riyadh,Loyal,PROD01467, Sports  ,Fitness,Trendify,47.71,2,5,4.77,No,15.13,10.55,116.33,Cash on Delivery,Desktop,Referral,Standard,Express,North,3,Delivered,No,4.7,1166.37,24.02,27.94,Summer,No,No
619541,CUST007276,24-Aug-2026,2026,8,24,Monday,3,21,Female,Canada, Sydney  ,New,PROD01705, BEAUTY  ,Haircare,QuickCart,33.09,3,0,0.0,No,6.04,11.05,116.36,WALLET,Mobile,Organic Search,Standard,Standard,East,5,Delivered,No,4.4,1477.29,41.45,48.23,Summer,No,No
615499,CUST001934,08/23/2024,2024,8,23,Friday,3,32,Female,Australia,Sydney,Returning,PROD01547,Sports,Sportswear,Apex,76.74,6,25,115.11,Yes,12.46,23.71,381.5,Wallet,Mobile,Direct,Standard,Standard,South,3,Delivered,No,4.5,4185.34,9.44,36.01,Summer,No,No
601129,CUST005899,2024-07-14,2024,7,14,Sunday,3,24,Male,Pakistan,Paris,Returning,PROD00498,Fashion,Women Clothing,ValueMax,44.02,3,0,0.0,Yes,6.82,10.9,149.78,CASH ON DELIVERY,Mobile,Referral,Standard,Pickup,North,6,Delivered,No,,626.64,33.98,50.9,Summer,No,No
608219,CUST007964,05-Jul-2024,2024,7,5,Friday,3,999,Male,United States, DUBAI  ,New,PROD02381, Fashion  ,Shoes,Nova,84.38,5,30,126.57,Yes,9.61,14.34,319.28,CASH ON DELIVERY,Mobile,Organic Search,Standard,Standard,West,5,Delivered,No,4.4,1216.11,36.49,116.51,Summer,No,No
615261,CUST001014,08-May-2023,2023,5,8,Monday,2,39,Female,Pakistan,Karachi,New,PROD01105,Groceries,Dairy,FreshMart,19.62,3,15,8.83,Yes,8.79,2.97,61.79,WALLET,Mobile,Social Media,Silver,Pickup,East,2,Delivered,No,4.8,423.47,19.66,12.15,Spring,No,No
606729,CUST008889,29-Oct-2026,2026,10,29,Thursday,4,59,Female,United States,Toronto,Returning,PROD00747,SPORTS,Fitness,FreshMart,108.72,1,0,0.0,No,4.38,7.04,120.14,PayPal,Mobile,Paid Ads,Standard,Standard,West,7,Delivered,No,,483.93,19.09,22.93,Autumn,No,No
603016,CUST006407,31-Dec-2026,2026,12,31,Thursday,4,28,Female,United Kingdom,London,Loyal,PROD00943, HOME & KITCHEN  ,Cookware,Nova,152.0,2,5,15.2,Yes,3.53,32.84,325.17, BANK TRANSFER  ,Mobile,Paid Ads,Standard,Standard,South,7,Delivered,No,4.4,4656.3,36.51,118.72,Winter,Yes,No
600559,CUST007175,06-Oct-2025,2025,10,6,Monday,4,42,Female,France, Berlin  ,Premium,PROD02423,Beauty,Haircare,Apex,55.04,2,20,22.02,Yes,8.18,10.44,106.68,paypal,Tablet,Organic Search,Standard,Standard,Central,5,Delivered,No,4.4,3154.59,18.26,19.48,Autumn,No,No
624289,CUST004508,10/13/2024,2024,10,13,Sunday,4,31,Male,India,London,New,PROD01189, FASHION  ,Men Clothing,EcoLife,90.74,5,0,0.0,No,8.73,24.87,487.3,Debit Card,Mobile,Referral,Silver,Standard,North,3,Returned,Yes,2.9,9226.36,35.69,173.92,Autumn,No,Yes
623744,CUST002452,05/25/2025,2025,5,25,Sunday,2,47,Female,Australia,new york,Returning,PROD00944,fashion,Shoes,UrbanCo,61.01,4,0,0.0,No,25.17,10.3,279.51,DEBIT CARD,Desktop,Direct,Gold,Same Day,West,1,Processing,No,4.2,5428.55,23.72,66.3,Spring,No,No
622559,CUST008621,16-Jan-2024,2024,1,16,Tuesday,1,28,Male,Pakistan,BERLIN,New,PROD00802, Home & Kitchen  ,Appliances,FreshMart,124.66,2,25,62.33,Yes,4.21,22.24,213.44,Wallet,Mobile,Social Media,Gold,Standard,Central,4,Delivered,No,3.7,3729.93,11.94,25.48,Winter,No,No
615773,CUST005436,10/11/2024,2024,10,11,Friday,4,30,Male,India,BERLIN,Loyal,PROD00855,Home & Kitchen,Cookware,PrimePlus,195.17,4,15,117.1,Yes,10.13,93.18,766.89,PayPal,Desktop,Paid Ads,Standard,Standard,West,9,Delivered,No,4.2,13094.1,13.65,104.68,Autumn,No,Yes
620227,CUST002694,2024/04/07,2024,4,7,Sunday,2,39,Male,United States,Dubai,Loyal,PROD00031,Fashion,Shoes,FreshMart,91.89,4,40,147.02,Yes,6.5,31.15,258.19,Cash on Delivery,Mobile,Direct,Gold,Standard,North,5,Delivered,No,5.0,3825.54,22.91,59.15,Spring,No,No
624339,CUST002535,2023-11-03,2023,11,3,Friday,4,31,Female,Pakistan,TORONTO,Returning,PROD02288,Books,Comics,Zenith,12.03,1,5,0.6,No,0.0,0.74,12.17,wallet,Mobile,Email,Gold,Standard,Central,3,Processing,No,3.8,84.17,21.39,2.6,Autumn,No,No
618470,CUST008238,2026-04-03,2026,4,3,Friday,2,24,Female,Australia,Karachi,Loyal,PROD00337,HOME & KITCHEN,Appliances,UrbanCo,39.19,4,25,39.19,Yes,18.03,7.4,143.0,cash on delivery,Mobile,Social Media,Silver,Express,North,3,Cancelled,No,5.0,1066.16,5.86,8.38,Spring,No,No
608000,CUST004169,05/30/2025,2025,5,30,Friday,2,19,Male,United States,Paris,Premium,PROD00387,Fashion,Women Clothing,Zenith,113.16,3,0,0.0,Yes,15.13,37.61,392.22, wallet  ,Mobile,Social Media,Standard,Express,West,0,Processing,No,4.3,6127.13,40.41,158.5,Spring,No,Yes
624670,CUST008585,09-Sep-2023,2023,9,9,Saturday,3,25,Male,Saudi Arabia,Mumbai,Premium,PROD02339, Books  ,Education,ValueMax,27.88,3,0,0.0,No,5.61,8.57,97.82,Debit Card,Desktop,Organic Search,Standard,Standard,North,7,Delivered,No,4.8,1359.44,22.92,22.42,Autumn,Yes,No
603822,CUST000084,02-Feb-2023,2023,2,2,Thursday,1,29,Male,Germany,Toronto,Returning,PROD01318,ELECTRONICS,Headphones,Nova,662.56,3,5,99.38,No,6.07,184.35,2078.72, Credit Card  ,Mobile,Direct,Standard,Standard,Central,3,Cancelled,No,4.4,24954.48,25.26,525.08,Winter,No,Yes
620773,CUST005600,15-Apr-2024,2024,4,15,Monday,2,43,Male,India, Riyadh  ,Returning,PROD01252, Electronics  ,Headphones,Zenith,644.88,3,0,0.0,No,8.93,87.29,N/A,cash on delivery,Mobile,Paid Ads,Silver,Pickup,Central,4,Returned,Yes,3.0,33648.51,15.14,307.47,Spring,No,Yes
607574,CUST007796,13-Dec-2026,2026,12,13,Sunday,4,33,Male,France,Paris,New,PROD00558,Electronics,Headphones,EcoLife,891.16,3,40,1069.39,Yes,9.41,319.65,1933.15, Bank Transfer  ,Desktop,Paid Ads,Standard,Standard,South,5,Shipped,No,4.5,8245.46,3.0,57.99,Winter,Yes,Yes
612401,CUST007760,30-Aug-2025,2025,8,30,Saturday,3,36,Male,Saudi Arabia,Berlin,Returning,PROD01606, GROCERIES  ,Fresh Produce,QuickCart,23.15,4,10,9.26,Yes,6.34,6.97,96.65,DEBIT CARD,Mobile,Referral,Standard,Standard,Central,11,Delivered,No,3.2,872.68,30.16,29.15,Summer,No,No
619680,CUST008776,2026-02-02,2026,2,2,Monday,1,46,Other,France,Berlin,Returning,PROD00457, Beauty  ,Fragrance,Zenith,77.13,3,0,0.0,No,5.63,12.67,249.69, Cash on Delivery  ,Mobile,Direct,Gold,Pickup,South,2,Delivered,No,4.8,2181.66,27.0,67.42,Winter,No,No
624903,CUST006832,27-May-2026,2026,5,27,Wednesday,2,41,Male,Canada, SYDNEY  ,Returning,PROD00030,Fashion,Men Clothing,FreshMart,27.48,2,10,5.5,Yes,12.5,4.15,N/A,PayPal,Mobile,Paid Ads,Silver,Express,West,1,Processing,No,4.6,155.42,21.27,14.06,Spring,No,No
603607,CUST004099,2025/05/24,2025,5,24,Saturday,2,54,Female,Germany,Riyadh,New,PROD01314,BOOKS,Non-Fiction,EcoLife,32.1,1,25,8.02,Yes,12.88,3.64,40.6, Cash on Delivery  ,Desktop,Social Media,Silver,Express,West,1,Delivered,No,5.0,432.46,13.62,5.53,Spring,No,No
615183,CUST007752,05/12/2026,2026,5,12,Tuesday,2,33,Male,United States,New York,New,PROD00489, HOME & KITCHEN  ,Decor,Zenith,42.94,7,15,45.09,Yes,14.92,21.89,292.3,PayPal,Mobile,Email,Standard,Pickup,Central,7,Delivered,No,4.0,2337.33,21.01,61.41,Spring,No,No
